2022-08-23 14:58,31,24.4,3.03,-50
2022-08-23 15:00,32,25.2,3.03,-47
2022-08-23 15:05,33,25.1,3.03,-48
2022-08-23 15:10,34,24.6,3.03,-48
2022-08-23 15:15,35,24.5,3.03,-48
2022-08-23 15:20,36,24.6,3.03,-48
2022-08-23 15:25,37,24.2,3.04,-47
2022-08-23 15:30,38,24.4,3.03,-48
2022-08-23 15:35,39,24.5,3.03,-48
2022-08-23 15:40,40,24.3,3.03,-49
2022-08-23 15:45,41,24.5,3.03,-48
2022-08-23 15:50,42,24.3,3.03,-47
2022-08-23 15:55,43,24.4,3.03,-47
2022-08-23 16:00,44,24.6,3.03,-49
2022-08-23 16:05,45,24.3,3.03,-48
2022-08-23 16:10,46,24.5,3.03,-47
2022-08-23 16:15,47,24.3,3.03,-47
2022-08-23 16:20,48,24.4,3.03,-47
2022-08-23 16:25,49,24.5,3.03,-48
2022-08-23 16:30,50,24.2,3.03,-49
2022-08-23 16:35,51,24.4,3.03,-48
2022-08-23 16:40,52,24.3,3.03,-48
2022-08-23 16:45,53,24.4,3.03,-47
2022-08-23 16:50,54,24.5,3.03,-46
2022-08-23 16:55,55,24.2,3.03,-46
2022-08-23 17:00,56,24.5,3.03,-46
2022-08-23 17:05,57,24.3,3.03,-49
2022-08-23 17:10,58,24.4,3.03,-46
2022-08-23 17:15,59,24.3,3.02,-43
2022-08-23 17:20,60,23.8,3.02,-43
2022-08-23 17:25,61,23.9,3.03,-40
2022-08-23 17:30,62,24.0,3.03,-44
2022-08-23 17:34,63,23.7,3.02,-43
2022-08-23 17:39,64,23.7,3.03,-42
2022-08-23 17:44,65,23.7,3.03,-40
2022-08-23 17:49,66,23.7,3.03,-41
2022-08-23 17:54,67,23.7,3.03,-39
2022-08-23 17:59,68,23.4,3.03,-43
2022-08-23 18:04,69,23.7,2.97,-42
2022-08-23 18:09,70,23.5,3.03,-44
2022-08-23 18:14,71,23.5,3.03,-43
2022-08-23 18:19,72,23.6,3.03,-44
2022-08-23 18:24,73,23.4,3.03,-42
2022-08-23 18:29,74,23.8,3.03,-38
2022-08-23 18:34,75,23.6,3.03,-42
2022-08-23 18:39,76,23.5,3.03,-43
2022-08-23 18:44,77,23.8,3.03,-43
2022-08-23 18:49,78,23.4,3.04,-43
2022-08-23 18:54,79,23.5,3.03,-38
2022-08-23 18:59,80,23.6,3.03,-38
2022-08-23 19:04,81,23.3,3.03,-38
2022-08-23 19:09,82,23.7,3.03,-40
2022-08-23 19:14,83,23.4,3.04,-42
2022-08-23 19:19,84,23.5,3.03,-43
2022-08-23 19:24,85,23.6,3.03,-44
2022-08-23 19:29,86,23.2,3.03,-42
2022-08-23 19:34,87,23.5,3.03,-43
2022-08-23 19:39,88,23.5,3.03,-45
2022-08-23 19:44,89,23.2,3.03,-38
2022-08-23 19:49,90,23.4,3.03,-44
2022-08-23 19:54,91,23.3,3.03,-44
2022-08-23 19:59,92,23.1,3.04,-41
2022-08-23 20:04,93,23.4,3.03,-44
2022-08-23 20:09,94,23.4,3.03,-42
2022-08-23 20:14,95,23.0,3.03,-38
2022-08-23 20:19,96,23.3,3.03,-42
2022-08-23 20:24,97,23.4,3.02,-42
2022-08-23 20:29,98,23.0,3.03,-46
2022-08-23 20:34,99,23.1,3.03,-41
2022-08-23 20:39,100,23.3,3.02,-42
2022-08-23 20:44,101,23.3,3.03,-42
2022-08-23 20:49,102,23.0,3.03,-43
2022-08-23 20:54,103,23.2,3.03,-43
2022-08-23 20:59,104,23.3,3.02,-42
2022-08-23 21:03,105,23.1,3.03,-38
2022-08-23 21:08,106,23.0,3.03,-37
2022-08-23 21:13,107,23.2,3.03,-43
2022-08-23 21:18,108,23.2,3.03,-42
2022-08-23 21:23,109,23.1,3.03,-42
2022-08-23 21:28,110,22.9,3.03,-40
2022-08-23 21:33,111,23.1,3.03,-38
2022-08-23 21:38,112,23.2,3.03,-42
2022-08-23 21:43,113,23.2,3.02,-46
2022-08-23 21:48,114,22.9,3.03,-38
2022-08-23 21:53,115,23.1,3.03,-41
2022-08-23 21:58,116,23.2,3.03,-41
2022-08-23 22:03,117,23.2,3.03,-41
2022-08-23 22:08,118,22.9,3.03,-40
2022-08-23 22:13,119,22.9,3.03,-41
2022-08-23 22:18,120,23.1,3.03,-40
2022-08-23 22:23,121,23.2,3.03,-41
2022-08-23 22:28,122,23.2,3.04,-42
2022-08-23 22:33,123,22.8,3.03,-37
2022-08-23 22:38,124,23.0,3.03,-41
2022-08-23 22:43,125,23.1,3.03,-37
2022-08-23 22:48,126,23.1,3.03,-41
2022-08-23 22:53,127,22.9,3.02,-43
2022-08-23 22:58,128,22.8,3.04,-43
2022-08-23 23:03,129,23.0,3.03,-44
2022-08-23 23:08,130,23.0,3.03,-44
2022-08-23 23:13,131,23.0,3.02,-43
2022-08-23 23:18,132,23.1,3.03,-40
2022-08-23 23:23,133,22.7,3.04,-43
2022-08-23 23:28,134,22.8,3.03,-38
2022-08-23 23:33,135,22.9,3.03,-43
2022-08-23 23:38,136,23.0,3.03,-40
2022-08-23 23:43,137,23.0,3.03,-41
2022-08-23 23:48,138,22.9,3.03,-42
2022-08-23 23:53,139,22.7,3.03,-40
2022-08-23 23:58,140,22.8,3.03,-38
2022-08-24 00:03,141,22.9,3.03,-43
2022-08-24 00:08,142,22.9,3.03,-43
2022-08-24 00:13,143,23.0,3.03,-42
2022-08-24 00:18,144,22.8,3.03,-42
2022-08-24 00:23,145,22.7,3.03,-39
2022-08-24 00:28,146,22.8,3.03,-40
2022-08-24 00:33,147,22.9,3.03,-43
2022-08-24 00:37,148,22.9,3.03,-41
2022-08-24 00:42,149,22.9,3.03,-39
2022-08-24 00:47,150,22.9,3.03,-43
2022-08-24 00:52,151,22.6,3.03,-40
2022-08-24 00:57,152,22.7,3.03,-40
2022-08-24 01:02,153,22.8,3.02,-39
2022-08-24 01:07,154,22.8,3.03,-42
2022-08-24 01:12,155,22.9,3.03,-43
2022-08-24 01:17,156,22.9,3.03,-42
2022-08-24 01:22,157,22.6,3.03,-38
2022-08-24 01:27,158,22.7,3.02,-42
2022-08-24 01:32,159,22.7,3.04,-42
2022-08-24 01:37,160,22.7,3.03,-42
2022-08-24 01:42,161,22.8,3.03,-41
2022-08-24 01:47,162,22.8,3.03,-40
2022-08-24 01:52,163,22.8,3.03,-42
2022-08-24 01:57,164,22.8,3.04,-41
2022-08-24 02:02,165,22.5,3.03,-42
2022-08-24 02:07,166,22.6,3.03,-42
2022-08-24 02:12,167,22.6,3.03,-42
